policy,n_jobs_completed,avg_jct_min,p95_jct_min,makespan_min,mean_gpu_utilization,fragmentation_rate,backfill_admissions,n_hosts,boot_rep
PredSched_LLM,651,99.08061443932415,371.0,9047.0,0.23300071156184374,0.005835380835380835,0,120,29
FIFO,651,810.6847465437788,2499.505,11135.0,0.33945016371052217,0.0038179148311306903,0,120,30
QSSF_proxy,651,170.5661597542243,854.0,10115.0,0.3736804323199868,0.0011747430249632893,175,120,30
RF_SRPT_proxy,651,170.5661597542243,854.0,10115.0,0.3736804323199868,0.0011747430249632893,174,120,30
Backfill_FIFO,651,170.5661751152074,854.0,10115.0,0.3736804323199868,0.000881057268722467,232,120,30
Wind_proxy,651,170.5877726574501,854.0,10115.0,0.3736804323199868,0.0005873715124816446,233,120,30
PredSched_LLM,651,170.58921658986176,854.0,10115.0,0.3736804323199868,0.000881057268722467,175,120,30
FIFO,651,961.4567741935485,2761.0,11709.0,0.339315333468557,0.0029798857710454435,0,120,31
QSSF_proxy,651,190.3463594470046,949.5,10115.0,0.3927872703493163,0.01614104792649615,171,120,31
RF_SRPT_proxy,651,190.3463594470046,949.5,10115.0,0.3927872703493163,0.01614104792649615,170,120,31
Backfill_FIFO,651,190.34635944700463,949.5,10115.0,0.3927872703493163,0.0014899428855227217,265,120,31
Wind_proxy,651,190.35403993855607,949.5,10115.0,0.3927872703493163,0.0014899428855227217,265,120,31
PredSched_LLM,651,190.35403993855607,949.5,10115.0,0.3927872703493163,0.009932952570151478,170,120,31
FIFO,651,130.14374807987713,579.5,9047.0,0.2103859624276924,0.002657218777679362,0,120,32
QSSF_proxy,651,128.844178187404,579.5,9047.0,0.2103859624276924,0.020076764098021848,12,120,32
RF_SRPT_proxy,651,128.844178187404,579.5,9047.0,0.2103859624276924,0.020076764098021848,12,120,32
Backfill_FIFO,651,128.71360983102917,579.5,9047.0,0.2103859624276924,0.002657218777679362,27,120,32
Wind_proxy,651,128.9056221198157,579.5,9047.0,0.2103859624276924,0.002657218777679362,28,120,32
PredSched_LLM,651,128.6015360983103,579.5,9047.0,0.2103859624276924,0.012695600826690287,8,120,32
FIFO,651,162.47695852534565,406.0,10115.0,0.3538733811171527,0.006189650903689032,0,120,33
QSSF_proxy,651,161.60906298003076,406.0,10115.0,0.3538733811171528,0.006189650903689032,11,120,33
RF_SRPT_proxy,651,161.60906298003076,406.0,10115.0,0.3538733811171528,0.006189650903689032,11,120,33
Backfill_FIFO,651,161.6182795698925,406.0,10115.0,0.3538733811171527,0.006189650903689032,30,120,33
Wind_proxy,651,161.62288786482338,406.0,10115.0,0.3538733811171527,0.006189650903689032,31,120,33
PredSched_LLM,651,161.8487557603687,406.0,10115.0,0.3538733811171528,0.00569447883139391,12,120,33
FIFO,651,445.5838248847927,1674.505,10435.0,0.35964696633924287,0.0029154518950437317,0,120,34
QSSF_proxy,651,248.465069124424,1010.0050000000001,10115.0,0.3710248239001484,0.00510204081632653,59,120,34
RF_SRPT_proxy,651,248.465069124424,1010.0050000000001,10115.0,0.3710248239001484,0.00510204081632653,58,120,34
Backfill_FIFO,651,248.20698924731187,1009.5050000000001,10115.0,0.3710248239001484,0.00510204081632653,76,120,34
Wind_proxy,651,248.20698924731187,1009.5050000000001,10115.0,0.3710248239001484,0.004859086491739553,76,120,34
PredSched_LLM,651,248.465069124424,1010.0050000000001,10115.0,0.3710248239001484,0.004616132167152575,58,120,34
FIFO,651,147.20662058371738,583.0,6257.0,0.36296312463374375,0.0017414018284719198,0,120,35
QSSF_proxy,651,122.96079877112136,406.0,6257.0,0.36296312463374375,0.00195907705703091,19,120,35
RF_SRPT_proxy,651,122.96079877112136,406.0,6257.0,0.36296312463374375,0.00195907705703091,16,120,35
Backfill_FIFO,651,130.90396313364056,513.0,6257.0,0.3629631246337438,0.00195907705703091,62,120,35
Wind_proxy,651,134.9362365591398,566.5,6257.0,0.36296312463374364,0.0037004788855028296,83,120,35
PredSched_LLM,651,150.3187864823349,780.5,6257.0,0.36296312463374375,0.00195907705703091,37,120,35
FIFO,651,130.29894009216594,650.0,10115.0,0.2095505355083211,0.006782945736434108,0,120,36
QSSF_proxy,651,129.9640706605223,650.0,10115.0,0.2095505355083211,0.006540697674418605,11,120,36
RF_SRPT_proxy,651,129.9640706605223,650.0,10115.0,0.2095505355083211,0.006540697674418605,10,120,36
Backfill_FIFO,651,129.9640706605223,650.0,10115.0,0.2095505355083211,0.006782945736434108,26,120,36
Wind_proxy,651,130.65685099846394,650.0,10115.0,0.2095505355083211,0.007267441860465116,47,120,36
PredSched_LLM,651,130.5708294930876,650.0,10115.0,0.2095505355083211,0.006540697674418605,13,120,36
FIFO,651,465.5189400921659,1808.5,10426.0,0.42702348795479245,0.005465903175429464,0,120,37
QSSF_proxy,651,199.2682488479263,972.5,10420.0,0.4272693748000641,0.0039042165538781884,112,120,37
RF_SRPT_proxy,651,199.2682488479263,972.5,10420.0,0.4272693748000641,0.0039042165538781884,112,120,37
Backfill_FIFO,651,199.2682488479263,972.5,10420.0,0.4272693748000641,0.0039042165538781884,152,120,37
Wind_proxy,651,199.33737327188942,972.5,10420.0,0.4272693748000641,0.0039042165538781884,155,120,37
PredSched_LLM,651,199.27592933947773,972.5,10420.0,0.4272693748000641,0.0039042165538781884,112,120,37
